claim_id,source_section,source_line,source_text,source_text_sha256,claim_class,datasets,units,estimand,evidence_paths,evidence_status,action,target_section,target_text,target_text_sha256,reason
R008-C0169,10 工具箱,369,4. 5°、10°、15° 固定敏感性；,7f951c08bfe6e7b92a74826fd02c1ae19aff441606892dc738fb3aa65134e0d9,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,10 工具箱,4. 5°、10°、15° 固定敏感性；,7f951c08bfe6e7b92a74826fd02c1ae19aff441606892dc738fb3aa65134e0d9,与 orientation-specific measurement 证据一致。
R008-C0170,10 工具箱,370,5. image、tile 与 mother-scene cluster bootstrap；,994ccb43e23e8644907ff36056826736668e3b6c22948d8a330e510966c596cd,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,10 工具箱,5. image、tile 与 mother-scene cluster bootstrap；,994ccb43e23e8644907ff36056826736668e3b6c22948d8a330e510966c596cd,与 orientation-specific measurement 证据一致。
R008-C0171,10 工具箱,371,6. eligible-scene universe、nonempty conditional scene risk 与 scene event；,8dd468bc1f62f35dbb922970f7ddb4a82be51edc69f83475aa574dcdb40b5298,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,10 工具箱,6. eligible-scene universe、nonempty conditional scene risk 与 scene event；,8dd468bc1f62f35dbb922970f7ddb4a82be51edc69f83475aa574dcdb40b5298,与 orientation-specific measurement 证据一致。
R008-C0172,10 工具箱,372,7. fixed-sequence LTT、Hoeffding--Bentkus bounded-loss UCB 和 Clopper--Pearson event UCB；,df69965586be511d5b435bb0be182b0a5df736a1ecc2f0f53244fb4e6862eb05,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,10 工具箱,7. fixed-sequence LTT、Hoeffding--Bentkus bounded-loss UCB 和 Clopper--Pearson event UCB；,df69965586be511d5b435bb0be182b0a5df736a1ecc2f0f53244fb4e6862eb05,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0173,10 工具箱,373,8. alpha feasibility frontier 与 score-menu certification；,abb19d03987ed59670433b6b2110d93e559cd43eb55fe67e4b405d9221c73aa2,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,10 工具箱,8. alpha feasibility frontier 与 score-menu certification；,abb19d03987ed59670433b6b2110d93e559cd43eb55fe67e4b405d9221c73aa2,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0174,10 工具箱,374,9. AP@0.75、detection-score NRC 和 scene-risk workpoint 的统一命令行输出。,0e99c05d28aced92e9044e41c48cf2e5ca25b6467f996eade9d69855ee663247,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,10 工具箱,9. AP@0.75、detection-score NRC 和 scene-risk workpoint 的统一命令行输出。,0e99c05d28aced92e9044e41c48cf2e5ca25b6467f996eade9d69855ee663247,与 orientation-specific measurement 证据一致。
R008-C0175,10 工具箱,376,当冻结网格上没有工作点时，工具箱显式输出 `INFEASIBLE`，而不是静默删除 evaluation unit。默认 score menu 不把 target-GT geometry score 当作 deployable score，也不包含模型特定的角度编码机制代码。单元测试、合成 sanity test 和真实持久化数据回归均通过。,ee295b5df274a4d02e54fd07250db9c88753f082fde83d42aef16f85e5d05f82,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,10 工具箱,当冻结网格上没有工作点时，工具箱显式输出 `INFEASIBLE`，而不是静默删除 evaluation unit。默认 score menu 不把 target-GT geometry score 当作 deployable score，也不包含模型特定的角度编码机制代码。单元测试、合成 sanity test 和真实持久化数据回归均通过。,ee295b5df274a4d02e54fd07250db9c88753f082fde83d42aef16f85e5d05f82,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0176,11 讨论,378,## 11 讨论,7d98c4a9dca31c4136963fd216e7f85234f9e095538224c04f37fd13e346f279,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,11 讨论,## 11 讨论,7d98c4a9dca31c4136963fd216e7f85234f9e095538224c04f37fd13e346f279,与 orientation-specific measurement 证据一致。
R008-C0177,11.1 测量协议回答什么,380,### 11.1 测量协议回答什么,9b79ea8aafdb809c53cedd9360dedc44c05f2742eef9a620830fc1615b7cf3ca,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,11.1 测量协议回答什么,### 11.1 测量协议回答什么,9b79ea8aafdb809c53cedd9360dedc44c05f2742eef9a620830fc1615b7cf3ca,与 orientation-specific measurement 证据一致。
R008-C0178,11.1 测量协议回答什么,382,AP 回答检测系统在给定 IoU 阈值下的综合排序和匹配质量；NRC/AURC 回答可靠性分数能否优先保留低角度风险实例；几何归一化事件回答同一角误差在不同形状上是否具有相近几何严重性；场景级前沿回答冻结分数和预算能否获得有限样本认证。这四层互补，但不能互相替代。,87ce116f21ab8f487bfef25a8748560fb794b80faaa506e762bbabdab513bce6,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,11.1 测量协议回答什么,AP 回答检测系统在给定 IoU 阈值下的综合排序和匹配质量；NRC/AURC 回答可靠性分数能否优先保留低角度风险实例；几何归一化事件回答同一角误差在不同形状上是否具有相近几何严重性；场景级前沿回答冻结分数和预算能否获得有限样本认证。这四层互补，但不能互相替代。,87ce116f21ab8f487bfef25a8748560fb794b80faaa506e762bbabdab513bce6,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0179,11.1 测量协议回答什么,384,完整评测器扰动和经验容忍度共同说明，AP@0.5 的弱敏感性存在明确几何来源，而 AP@0.75 通常更早响应。然而，真实中心、尺度和匹配竞争使理想曲线无法直接预测 AP。原始预测持久化不完整也阻止了统一固定剂量 knee 的确认，因此本文只保留部分对齐结论。,6fee434de1a6f90f7dee9ba88a8bac74d8294967de47262f151c2e8597d68063,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,11.1 测量协议回答什么,完整评测器扰动和经验容忍度共同说明，AP@0.5 的弱敏感性存在明确几何来源，而 AP@0.75 通常更早响应。然而，真实中心、尺度和匹配竞争使理想曲线无法直接预测 AP。原始预测持久化不完整也阻止了统一固定剂量 knee 的确认，因此本文只保留部分对齐结论。,6fee434de1a6f90f7dee9ba88a8bac74d8294967de47262f151c2e8597d68063,与 orientation-specific measurement 证据一致。
R008-C0180,11.2 认证负结果的意义,386,### 11.2 认证负结果的意义,1497e354e38ad2facb81172eaff871fc226836a5397ab6c08c8ef4321d8a7341,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,11.2 认证负结果的意义,### 11.2 认证负结果的意义,1497e354e38ad2facb81172eaff871fc226836a5397ab6c08c8ef4321d8a7341,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0181,11.2 认证负结果的意义,388,严格认证前沿表明，“某分数的 NRC 小于 1”不意味着它能在 $\alpha\le0.01$ 下获得非平凡场景风险保证。排序信息可能真实存在，却不足以在有限场景数、严格预算和实用覆盖约束下完成认证。检测分数、TTA 和源域监督几何分数在主风险上均没有 nontrivial practical point；目标域 GT 上界的单点成功只表明可观测几何可能仍含未被当前可部署分数利用的信息。,1e9138337e00379acceb8efee3cff48ee9e572b4a0bdb05cf399136f87c25a0a,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,11.2 认证负结果的意义,严格认证前沿表明，“某分数的 NRC 小于 1”不意味着它能在 $\alpha\le0.01$ 下获得非平凡场景风险保证。排序信息可能真实存在，却不足以在有限场景数、严格预算和实用覆盖约束下完成认证。检测分数、TTA 和源域监督几何分数在主风险上均没有 nontrivial practical point；目标域 GT 上界的单点成功只表明可观测几何可能仍含未被当前可部署分数利用的信息。,1e9138337e00379acceb8efee3cff48ee9e572b4a0bdb05cf399136f87c25a0a,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0182,11.3 标注不确定性的边界,392,### 11.3 标注不确定性的边界,5d55018d10673bd09c8f9753b3780410b4adb5fff619bf7aa05655ae09551167,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,11.3 标注不确定性的边界,### 11.3 标注不确定性的边界,5d55018d10673bd09c8f9753b3780410b4adb5fff619bf7aa05655ae09551167,与 orientation-specific measurement 证据一致。
R008-C0183,12 局限性,396,## 12 局限性,20870ece620ca5391093dca66c42c29006279a9ac2bd239cb1b864ede0811a93,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,12 局限性,## 12 局限性,20870ece620ca5391093dca66c42c29006279a9ac2bd239cb1b864ede0811a93,与 orientation-specific measurement 证据一致。
R008-C0184,12 局限性,398,第一，严格主风险认证没有形成跨 evaluation units 的可部署成功，本文只能作为 measurement-only 研究。第二，SODA-A 的母景可以恢复，但既有数据角色在母景层交叉，正式保证只能是 tile/image-level。第三，没有找到同时满足未参与协议设计、full universe、provenance-clean、持久化完整和可复算要求的独立确认单元；现有确认性证据为空，不能通过更换标准或降低预算弥补。第四，固定剂量完整评测器网格因部分 raw predictions 未持久化而不完整，统一 AP@0.75 knee 尚未确认。第五，第三标注员没有提交真人结果，三人共识与仲裁尚未完成。第六，每数据集 200 个双标目标足以支持总体锚点和宽粒度比较，但不足以支撑稀有类别、精细 size-bin 因果效应或极端尾部。第七，本文覆盖的 detector-head units 具有代表性但不是所有旋转检测器的穷举，且分布漂移下的跨域保证不在本文证据范围内。,12d7edae492d160c6d10557c1f0917a3fe8028b0776ad0ded332194006b1f74f,certification_audit,"[""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,12 局限性,第一，严格主风险认证没有形成跨 evaluation units 的可部署成功，本文只能作为 measurement-only 研究。第二，SODA-A 的母景可以恢复，但既有数据角色在母景层交叉，正式保证只能是 tile/image-level。第三，没有找到同时满足未参与协议设计、full universe、provenance-clean、持久化完整和可复算要求的独立确认单元；现有确认性证据为空，不能通过更换标准或降低预算弥补。第四，固定剂量完整评测器网格因部分 raw predictions 未持久化而不完整，统一 AP@0.75 knee 尚未确认。第五，第三标注员没有提交真人结果，三人共识与仲裁尚未完成。第六，每数据集 200 个双标目标足以支持总体锚点和宽粒度比较，但不足以支撑稀有类别、精细 size-bin 因果效应或极端尾部。第七，本文覆盖的 detector-head units 具有代表性但不是所有旋转检测器的穷举，且分布漂移下的跨域保证不在本文证据范围内。,12d7edae492d160c6d10557c1f0917a3fe8028b0776ad0ded332194006b1f74f,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0185,13 结论,400,## 13 结论,64f2b389adfbeb3f1f14cef567de888bea192a5d52f3cb1ea2778afe203b79bb,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,13 结论,## 13 结论,64f2b389adfbeb3f1f14cef567de888bea192a5d52f3cb1ea2778afe203b79bb,与 orientation-specific measurement 证据一致。
R008-C0186,13 结论,402,本文建立了一套面向旋转目标检测的朝向可靠性测量协议。该协议以 le90 周期误差和 `ar>=2.1` 几何适用域为基础，用 $\delta_{0.75}(a)$ 定义形状归一化严重事件，以 NRC、AURC 和风险—覆盖曲线评价可靠性排序，并通过完整评测器区分 AP@0.5 与 AP@0.75 的朝向敏感性。图像、切片和母景审计显示，实例独立假设会显著夸大有效样本量；严格预算前沿进一步表明，现有可部署分数在主风险上基本无法获得非平凡认证，唯一实用点来自不可部署的目标域 GT 诊断上界。真人双标与 official GT 差异则说明，度级风险必须采用 label-noise-aware 语言。,97df8f42a122e1ccfffe5f2ef7619e5bceffaea58099e2d02d6eca93b0d58afa,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,13 结论,本文建立了一套面向旋转目标检测的朝向可靠性测量协议。该协议以 le90 周期误差和 `ar>=2.1` 几何适用域为基础，用 $\delta_{0.75}(a)$ 定义形状归一化严重事件，以 NRC、AURC 和风险—覆盖曲线评价可靠性排序，并通过完整评测器区分 AP@0.5 与 AP@0.75 的朝向敏感性。图像、切片和母景审计显示，实例独立假设会显著夸大有效样本量；严格预算前沿进一步表明，现有可部署分数在主风险上基本无法获得非平凡认证，唯一实用点来自不可部署的目标域 GT 诊断上界。真人双标与 official GT 差异则说明，度级风险必须采用 label-noise-aware 语言。,97df8f42a122e1ccfffe5f2ef7619e5bceffaea58099e2d02d6eca93b0d58afa,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0187,13 结论,404,因此，本文的贡献不是一个已经验证成功的通用风险控制方法，而是可复算的测量定义、统计单位纠正、完整的认证可行性负结果及人工标注不确定性边界。它为后续旋转检测研究提出了一个更严格的问题：在不依赖目标域真值、不过度利用实例数量且保持实用覆盖的条件下，什么分数才能真正支持可认证的朝向选择？,f892664dc7fa81e933caf5a719b3b9aa6ac2934367b9e9993ec53dc41fd9bad2,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,13 结论,因此，本文的贡献不是一个已经验证成功的通用风险控制方法，而是可复算的测量定义、统计单位纠正、完整的认证可行性负结果及人工标注不确定性边界。它为后续旋转检测研究提出了一个更严格的问题：在不依赖目标域真值、不过度利用实例数量且保持实用覆盖的条件下，什么分数才能真正支持可认证的朝向选择？,f892664dc7fa81e933caf5a719b3b9aa6ac2934367b9e9993ec53dc41fd9bad2,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0188,参考文献,408,"1. Xia G S, Bai X, Ding J, et al. DOTA: A Large-Scale Dataset for Object Detection in Aerial Images. CVPR, 2018.",b2b96a4c6edd59b7bf4084d9d2792ea90a905678a3b5858e7843a2435b21a4b6,measurement_numeric,"[""DOTA""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,参考文献,"1. Xia G S, Bai X, Ding J, et al. DOTA: A Large-Scale Dataset for Object Detection in Aerial Images. CVPR, 2018.",b2b96a4c6edd59b7bf4084d9d2792ea90a905678a3b5858e7843a2435b21a4b6,与 orientation-specific measurement 证据一致。
R008-C0189,参考文献,409,"2. Sun X, Wang P, Wang C, et al. FAIR1M: A Benchmark Dataset for Fine-Grained Object Recognition in High-Resolution Remote Sensing Imagery. ISPRS Journal of Photogrammetry and Remote Sensing, 2022, 184: 116--130.",b6936aeef83efd80d0ea0484d9b94e0008126d976f323c6f754dec1d48bc82dc,measurement_numeric,"[""FAIR1M""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,参考文献,"2. Sun X, Wang P, Wang C, et al. FAIR1M: A Benchmark Dataset for Fine-Grained Object Recognition in High-Resolution Remote Sensing Imagery. ISPRS Journal of Photogrammetry and Remote Sensing, 2022, 184: 116--130.",b6936aeef83efd80d0ea0484d9b94e0008126d976f323c6f754dec1d48bc82dc,与 orientation-specific measurement 证据一致。
R008-C0190,参考文献,410,"3. Cheng G, Han J, Zhou P, et al. Learning Rotation-Invariant Convolutional Neural Networks for Object Detection in VHR Optical Remote Sensing Images. IEEE Transactions on Geoscience and Remote Sensing, 2016, 54(12): 7405--7415.",cb12f112b12c076b4902c7b00ddc11c9e1c971674952a5c55e9f513e75af18f8,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,参考文献,"3. Cheng G, Han J, Zhou P, et al. Learning Rotation-Invariant Convolutional Neural Networks for Object Detection in VHR Optical Remote Sensing Images. IEEE Transactions on Geoscience and Remote Sensing, 2016, 54(12): 7405--7415.",cb12f112b12c076b4902c7b00ddc11c9e1c971674952a5c55e9f513e75af18f8,与 orientation-specific measurement 证据一致。
R008-C0191,参考文献,411,"4. Cheng G, Yuan X, Yao X, et al. Towards Large-Scale Small Object Detection: Survey and Benchmarks. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2023, 45(11): 13467--13488.",623d9e25e6c04567da867c353d633e174c627537929bf969f6697fe38a1f4683,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,参考文献,"4. Cheng G, Yuan X, Yao X, et al. Towards Large-Scale Small Object Detection: Survey and Benchmarks. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2023, 45(11): 13467--13488.",623d9e25e6c04567da867c353d633e174c627537929bf969f6697fe38a1f4683,与 orientation-specific measurement 证据一致。
R008-C0192,参考文献,412,"5. Xie X, Cheng G, Wang J, Yao X, Han J. Oriented R-CNN for Object Detection. ICCV, 2021.",455bb65909eb49183acfc59865595c36d2f3c7766c679e824e0b4f46563d414e,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,参考文献,"5. Xie X, Cheng G, Wang J, Yao X, Han J. Oriented R-CNN for Object Detection. ICCV, 2021.",455bb65909eb49183acfc59865595c36d2f3c7766c679e824e0b4f46563d414e,与 orientation-specific measurement 证据一致。
R008-C0193,参考文献,413,"6. Lyu C, Zhang W, Huang H, et al. RTMDet: An Empirical Study of Designing Real-Time Object Detectors. arXiv:2212.07784, 2022.",e29d960b5dbcf8c8394e8b36bc9597bd47b3b43bd82f88cab1568ad9359d97d3,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,参考文献,"6. Lyu C, Zhang W, Huang H, et al. RTMDet: An Empirical Study of Designing Real-Time Object Detectors. arXiv:2212.07784, 2022.",e29d960b5dbcf8c8394e8b36bc9597bd47b3b43bd82f88cab1568ad9359d97d3,与 orientation-specific measurement 证据一致。
R008-C0194,参考文献,414,"7. Yang X, Yan J. Arbitrary-Oriented Object Detection with Circular Smooth Label. ECCV, 2020.",6a590534205b89242b527387160f8e56dd4f860806058f1a3630293bacf2cfff,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,参考文献,"7. Yang X, Yan J. Arbitrary-Oriented Object Detection with Circular Smooth Label. ECCV, 2020.",6a590534205b89242b527387160f8e56dd4f860806058f1a3630293bacf2cfff,与 orientation-specific measurement 证据一致。
